rating,title,text,location,num_contributions,date
4,boa,é um lugar muito bom pq quase nunca tem outras pessoas tomando banho la. as vezes tem algas...e isso nao eh bom. mas quando nao tem eh otima pra tomar banho pq parece uma praia particular hehe,"Itajaí, SC",16,17 de março de 2016
3,Praia calma,"Praia de águas calmas, ideal para famílias com crianças, tem cerca de 200 metros de extensão, mas achei bem legal!!","Orlândia, SP",4,10 de fevereiro de 2016
5,Praia Maravilhosa pra Levar crianças,"Praia pequena quando fui estavam reformando o calçadão de acesso, praia de poucas ondas, mar calmo, para crianças ótimo lugar, sem infraestrutura pois é pequena, dá para ir a pé tanto da praia do Atalaia quanto da Praia da Cabeçudas, a criançada adorou encontramos siris e caranguejos, alegria total dos pequenos.","Limeira, SP",47,2 de fevereiro de 2016
4,Praia,Praia pequena mas pertinho do centro da cidade tem estrutura para receber o turista mas o mar compensa.,"Pinhal, RS",107,23 de dezembro de 2015
3,Simpática,"Praia simpática e bacana, mas não gostei muito por estar super vazio no dia em que fui. Por este motivo achei deserta e um pouco estranha. Entretanto, é bom conhecer!",,49,15 de outubro de 2015
5,"Praia calma, bem gostosa para levar crianças.","Praia calma, bem gostosa para levar crianças. A praia fica um pouco escondida, mas vale a pena procurar e se deliciar.","Itajaí, SC",14,19 de setembro de 2015
4,Praia do Geremias,"Mais uma praia interessante de se conhecer em Itajaí. Possui bastante movimento na temporada. Portanto, caso vá de carro, chegue cedo, consiga um bom local para estacionar, pois não me recordo de ter visto um estacionamento específico para esta praia.","Itajaí, SC",46,2 de setembro de 2015
4,Muito bom,"Lugar muito lindo, tranquilo e de muita paz. Bom para curtir com a família e também com os amigos. Recomendo!","Brasília, DF",22,21 de agosto de 2015
4,Visual da caminhada,"A praia do Geremias não tem uma estrutura de serviço de praia como as demais da região, mas é muito bonita e boa para um belo banho de mar após uma caminhada pela orla.","Itajaí, SC",95,20 de maio de 2015
3,"Geremias com ""g"" mesmo...","Não sei a razão para ter este nome, nem porque grafado incorretamente (deveria ser com ""J"", não?), mas o certo é que a prainha é bonitinha, pequena, tem seu charme.","São Paulo, SP",1,14 de maio de 2015
5,Praia Geremias,"um local perfeito para se passar o dia, gostei muito da paisagem, da água, e das pessoas presentes muito simpáticas, um ótimo local para levar os filhos.","Barueri, SP",8,24 de abril de 2015
3,Muito limitada e pequena,"Entre a praia do atalaia e a praia de cabeçudas, é muito pequena com espaço mínimo para quem vai de carro. Tem uma enorme pedra onde o turista para tirar fotos, dificultando muito o trânsito da região. Não tem nada de diferencial.","Porto Alegre, RS",59,14 de fevereiro de 2015
2,Algas,"Praia agradável a não ser pela quantidade de algas, lixo e pequena faixa de areia. Na maior parte do ano está totalmente tomada pela água.","Balneário Camboriú, SC",286,16 de dezembro de 2014
4,Tranquila,"A pequena praia, de águas calmas, é mais lembrada pela formação rocha que contém, o Bico do Papagaio.","Curitiba, PR",1,6 de dezembro de 2014
4,Praia legal!,"Uma praia pequena mas bem legal , vale a pena dar uma parada em um estacionamento que tem perto e dar uma olhada, muito linda!!!","Porto Alegre, RS",46,5 de novembro de 2014
5,Praia tranquila,"É uma parte do litoral de itajaí que eu gosto bastante, bem tranquilo e conservado. Recomendo para quem não conhece.","Itajaí, SC",114,30 de outubro de 2014
4,Tranquilidade...,"Pensa num lugar que dá vontade de parar ali e não sair nunca mais, só apreciando o som das ondas quebrando e cercado pela natureza...     :D","Foz do Iguaçu, PR",17,14 de outubro de 2014
3,Família,"Praia familiar e pequena faixa de areia, frenquentei muito quando criança. Ia com a família, pais e irmãos.","Itajaí, SC",11,2 de setembro de 2014
3,faca o tour das praias,"vc deve ir a esta praia tbem apesar do acesso ser um pouco ruim. a praia 'e pequena mas bonita,perto de Cabecudas.","Porto Ferreira, SP",36,13 de agosto de 2014
4,Linda e tranquila,"Tranquilidade é o atrativo desta praia. Com águas calmas e tranquilas, é uma boa opção para relaxar e curtir a vista. Tem uma formação rochosa bem legal, conhecida como bico de papagaio, que é um atrativo a mais para o cartão postal da região.","Rio de Janeiro, RJ",156,3 de agosto de 2014
4,Dia de Praia com a Família,Bom local para quem não gosta muito de agitação e prefere um ambiente mais familiar para passar o dia com a família,"Itajaí, SC",40,2 de maio de 2014
4,"Como todas as praias de SC, é Linda d+","Muito Bonita, mais frequentada por surfistas, mas é linda. A praia é super limpa, tem comércio nas proximidades... Vale a pena ir.",,156,1 de maio de 2014
4,Bico do papagaio,"Uma escultura natural, encontra-se próximo a essa praia.Um papagaio, muito legal, dá pra ara o carro pertinho e fotografar.","Rio de Janeiro, RJ",129,30 de abril de 2014
4,Ótima,"Ótima praia de águas calmas e limpas. É bem pequeninha, não tem banheiros nem comércio de alimentação perto, precisa ir preparado se pretender passar o dia. Excelente para um banho de mar, principalmente com crianças. O estacionamento é pequeno, para conseguir lugar tem que chegar cedo.","Blumenau, SC",31,5 de fevereiro de 2014
5,Praia excelente,"Excelente para levar as crianças e jogar aquele futebol com os amigos, frescobol e até para pratica do surf. o unico problema são as churrasqueiras que o povo deixa na areia.............................................................................................","Itajaí, SC",5,28 de novembro de 2013
4,"Escondida, mas vale a pena conhecer!","Entre a Praia do Atalaia e a Praia de Cabeçudas, encontra-se a pequenina praia do Geremias. Suas águas são claras e tranquilas. Cercada por formações rochosas e de uma lado a Pedra do Papagaio. Dependendo da mare, e possível desfrutar um pouco na areia. Para quem gosta de explorar e conhecer detalhes dos locais, não pode deixar de conhecer e fotografar. Ha apenas um espaço reduzido próximo para estacionar, então melhor visitar a pé, caminhando das praias vizinhas.","São Francisco do Sul, SC",597,24 de novembro de 2013
4,Praia calma,"É uma praia muito tranquila,encravada ao lado de um rochedo onde temos o símbolo de Itajaí que é uma formação rochosa,chamada Bico do Papagaio,nome este devido a semelhança com o bico do papagaio.É uma praia com pouca areia,porém,suas águas são rasas e tranquilas para banho,inclusive para quem tem crianças.",,67,2 de novembro de 2013
4,Bem tranquila,"Fiquei apenas algumas hora nessa praia. Pra quem não conhece não daria pra dizer onde termina a praia do Atalaia e onde começa o Jeremias. E é meio ruim de se localizar, eu mesmo fiquei meio perdido. Se tiver de carro pode até passar pela entrada dela. Não tem muito lugar pra estacionar. Perto do bar acho que deve caber uns 5 a 6 carros, então seria melhor deixar o carro na Praia do Atalaia e ir andando pra lá. Lá tem aquelas duchas pra se lavar, mas está meio precário. Precisa de manutenção. Fora essas pontos negativos, vale a pena ir. E bem tranquila, as ondas também, bom para ir com a família principalmente com crianças pequenas e a paisagem é bem legal, diferente da praia das cabeçudas. Na minha opinião essa praia e o Atalia são os melhores.",,406,16 de outubro de 2013
4,Linda Praia,"Todos que vem a região tem que conhecer as praias de Itajaí, no qual a natureza é generosa e o povo itajaiense muito acolhedor!",,103,3 de outubro de 2013
5,praias de Itajai,"a Praia de geremias é otima para aproveitar a tranquilidade das praias de Itajai. linda como todo o litoral , todas as praias de nossa cidade",,43,7 de setembro de 2013
