rating,title,text,location,num_contributions,date
5,Linda Praia,"Exclente Praia calma bem tranquila, excelente para banho, mar calmo, Praia sem ruas em frente ao mar o que colabora para aquele dia com a família, para repouso e banho, além de ter árvores o qual se pode pegar uma boa sombra!!","Penha, SC",24,29 de julho de 2017
5,Lindo lugar,"Muito acolhedor municipes super receptivos e prestativos, restaurantes e pousadas de excelente qualidade. Nos sentimos super confortaveis e bem acolhidos.",,146,29 de junho de 2017
4,"""ADORAMOS ""","Conhecemos quando fomos ao parque , excelente opção para conhecer , um lugar muito lindo...tranquilidade!!!","Blumenau, SC",11,4 de maio de 2017
4,Bela paisagem com opção gastronômica,"Há restaurantes, há o Petisqueiro do Alírio(maravilhoso) onde podemos comer com a família tranquilamente.","Balneário Camboriú, SC",66,16 de abril de 2017
4,Praia tranquila com visual do amanhecer deslumbrante.,Praia tranquila com visual do amanhecer deslumbrante. Pracinha com coreto onde as crianças se divertem. Não achei que a água era boa para banho.,,10,7 de abril de 2017
3,Local indicado para pesca,"Local indicado para pesca... mar tranquilo. Contudo, agradável para conhecer. Faixa de areia curta...","Laguna, SC",17,27 de março de 2017
3,Há muitas pedras.,"Mar tranquilo, mas há muitas pedras no  fundo  e barcos de pescador na praia, água limpa e tem aluguel de standup e caiaque, razoável.","São Paulo, SP",8,20 de março de 2017
5,Lindo!!!,"Magnífica praia, mar calmo e tranquilo, uma vista maravilhosa e sombra. ?Um lugar aconchegante e de fácil acesso.","Florianópolis, SC",14,9 de março de 2017
5,Grata Surpresa,"Praia de pescadores, muito boa para crianças. Mar calmo, sem ondas, ideal para curtir com tranquilidade. Disponibilidade de aluguel de cadeiras de praia, guarda-sois e, para quem curte, alguel de kaiak e SUP por preços bem honestos (10/20 reais)","São Paulo, SP",140,6 de março de 2017
3,Praia de pescadores,"Sem grande extensão de areia, é mais para pescadores do que para tomar sol. Mar tranquilo, água parecia limpa.","Curitiba, PR",1,6 de março de 2017
5,Praia dos Sonhos,"Esse lugar é simplesmente maravilhoso. Praia calma, lugar de cenário de filme. Barcos de pescadores por onde se olha remetem a gente ao cenário perfeito. Recomendo no outono quando não é muito cheia de turistas.","São Caetano do Sul, SP",33,19 de fevereiro de 2017
5,praia tranquila,"gosto muito da praia da armação ,sempre que posso vou  na frente da igreja e muito bom pra tomar banho,também tem a praia do cascalho ,leve a sua família e se divirta .","Penha, SC",17,30 de janeiro de 2017
4,Tranquilidade,"Praia calma e tranquila, ideal para família com crianças, as ondas não são tão fortes, contudo se necessitar de suprimentos é bom que se leve antes.","São Bernardo do Campo, SP",99,19 de janeiro de 2017
5,Praia de pescadores,Perfeita para passear e ver o por do sol. muito frequentada por pescadores profissionais e amadores.,"Penha, SC",33,12 de dezembro de 2016
5,Boa praia,Boa praia e com completa infraestrutura. Tem um bom movimento e recomendo passar um tempo bela. É de fácil acesso.,"Blumenau, SC",997,21 de novembro de 2016
5,Linda,"Essa é uma praia que além de linda, tem um parque para crianças na frente um coreto que para ver o por do sol e fotografar  é encantador.","Jaboatão dos Guararapes, PE",20,19 de novembro de 2016
4,Pescadores,Praia de.pescadores com variadas embarcações. Algumas opções de restaurantes e petiscarias com frutos do mar. Não parece ser um bom local para banho.,"Porto Alegre, RS",94,31 de outubro de 2016
3,Local deserto e sem muitas atrações,A praia não possui infraestrutura e não há atrações para o público. A presença de muitos barcos afasta os banhistas.,"Mesquita, RJ",73,24 de outubro de 2016
5,Passeio familiar,"mar tranquilo, vários bares, restaurantes e lanchonetes, tinha uma feirinha de artesanatos na praça, Junto ao coreto. trapiche ideal pra pesca noturna do peixe espada. agora, os fins de tarde, o pôr do Sol é algo incrível, principalmente visto da praia do cascalho.","Blumenau, SC",15,19 de outubro de 2016
5,Praia gostosa,"Praia linda, ambiente gostoso e ótima pra passar um dia em família, sem muitas ondas e um visual lindo.","Itajaí, SC",505,23 de setembro de 2016
3,Vale pela vista,"O mar é sem condições de  balneabilidade, bonito mas só pra barzinho a praia é ruim Vale pela vista, apenas","Lisboa, Portugal",74,13 de setembro de 2016
4,Pesca,"Em minha opinião é a praia menos ideal para banho da região, já que nela ficam os barcos pesqueiros, sendo ideal para quem quiser comprar frutos do mar ou ir em um dos seus bons restaurantes. Para banho de mar, recomendo as outras praias da região.","São José dos Campos, SP",4,11 de setembro de 2016
5,Passear e nadar,"Opção tranquila para aquelas horas finais na cidade ou para caminhar, sem hora para voltar. Admire a paisagem. Da orla, é possível ver as cidades vizinhas. Converse com a população local, que é muito afável.","Niterói, RJ",814,11 de setembro de 2016
4,Uma praia muito bonita para se passear,"As águas são tranquilas, os barcos pesqueiros são um belo plano de fundo para as fotos. Vale a pena passear por lá antes de ir ao parque ou apenas curtir a calmaria durante o dia.","Arapongas, PR",34,8 de setembro de 2016
4,Um lugar tranquilo para um passeio em familia,"O lugar possui uma orla tranquila para caminhada. A praia não é apropriada para banho devido a área de produção de mariscos, mas vale curtir com a família nos quiosques e píer que possui ao longo do trajeto.","Rio de Janeiro, RJ",71,7 de setembro de 2016
4,Vale a pena,"A praia é bem bonita e água transparente, o visual vale a pena, quem for a Penha deve da um passeio por ela.","Rio de Janeiro, RJ",85,4 de setembro de 2016
5,Belissimo,"Ficar mais dias na Penha vale a pela, não so pelo parque, mas pelas maravilhosas praias ao redor, como esta!",,128,2 de setembro de 2016
5,Linda mesmo no inverno,"Passeamos pela armação em pleno inverno. Praia linda, visual deslumbrante. Estava deserta, apenas pescadores. Vale uma caminhada. O pôr do sol é lindo!","Niterói, RJ",374,19 de agosto de 2016
5,Praia linda,Praia muito bonita e com contato com a natureza.. lugar onde pode tirar várias fotos e fazer um passeio incrível,,19,10 de agosto de 2016
5,PRAIA DAS BALEIAS,Contam que a praia da armação era o local onde os primeiros navegadores descansavam durante a sua jornada pela costa brasileira. Também em suas praias eram cortadas as baleias capturadas no litoral catarinense.,"Curitiba, PR",12,29 de julho de 2016
4,Adoro a paisagem,"O lugar é lindo e não muito frequentado. o que nos traz mais sussego.. bom para crianças, e as pedras rendem boas fotos!",,82,6 de julho de 2016
3,Boas Fotos.,"Local ótimos para fotos, principalmente em um final de tarde. Recomendo apenas tomar cuidado com os buracos.","Nova Friburgo, RJ",67,29 de maio de 2016
3,Praia de pescadores,"Praia com orla pequena utilizada por pescadores. O mar fica cheio de barquinhos atracados, A água do mar não é própria para banho.","Brasília, DF",241,26 de maio de 2016
3,Local simples,"Local de pescadores, falta uma boa infraestrutura, apenas bonito para fotos, parece não servir para tomar banho.","Rio de Janeiro, RJ",23,24 de maio de 2016
3,Praia com pouca areia...,Não é uma praia aconselhada para crianças...pouca areia e mar bem agitado... Tem bons restaurantes em sua orla... Paqssear a tarde pode ser bom...,"Nova York, Nova York",40,22 de abril de 2016
3,Praia para comtemplar,"A praia é muito bonita, mas a água é muito suja. Não dá para tomar banho nela, mas, em compensação é linda ao amanhecer e entardecer. É um lugar onde há muitos pescadores, consequentemente muitos pássaros. Praia que rende fotos lindas.","Curitiba, PR",84,11 de abril de 2016
3,Praia deserta,"Eu visitei a praia no mês d abril e está calor aqui, porem a praia é muito vazia e a praia em si é de pescador não é turística. Ótimo lugar pra passear a noite, eu tive a oportunidade de pescar ( a noite)  gostei muito do lugar porém não voltaria pra turismo. Recomendo a visita para conhecer, e após ir à praia grande que fica ao lado dessa ( 5km mais ou menos)","São Paulo, SP",161,2 de abril de 2016
5,Praia calma,Calminha pode ficar com criança pequena. Amamos. Muitos restaurantes perto. Povo muito acolhedor. top,"Mogi das Cruzes, SP",15,2 de abril de 2016
4,Armação de Itapocoroy,"Penha é um dos pontos de SC que ainda não foram descobertos. Possui praias para todos os gostos, mirantes e uma orla grande. Gosto muito e indico Itapocoroy, mas use um GPS ou mapa, pois penha tem muitas entradas e praias de difícil acesso (como o canto superior de POA (minha favorita).","Curitiba, PR",1,31 de março de 2016
5,Ótima praia,Uma bela praia em Penha visitada por muitos e a cada ano melhor. Recomendo a todos passar um tempo por lá.,"Blumenau, SC",997,31 de março de 2016
3,Vista linda,"O local é de pescadores, bom pra apreciar a vista, mas ñ é bom para banho, água um pouco suja. Mas é bonito de ver a imensidão de barcos pesqueiros!","Porto Alegre, RS",73,22 de março de 2016
4,Beleza para admirar,"Como tantas praias de SC, um cenário paradisíaco à beira mar. Figueiras centenárias, um pequeno morro coberto de mata atlântica definindo o traçado da rua, muitos barcos de pesca ancorados, ajudando a compor a paisagem. Pena que o fantasma da poluição e suas consequências preocupe muita gente. Vimos uma placa de praia própria para banho, mas sempre fica a dúvida. Melhor não arriscar. Afinal, estamos no Brasil.","Imbé, RS",14,22 de março de 2016
4,Lugar bonito,Lugar bonito pena que não podemos tomar banho. Local com barcos de pescadores e bem tranquila. Boa para quem quer descansar.,"Porto Alegre, RS",24,12 de março de 2016
1,bem poluida,"Acho ser a pior praia da região, areia e mar muito sujo. O ponto forte são os restaurantes em volta, e só.","Santos, SP",506,12 de março de 2016
5,Histórica!,Belo cenário! paisagem histórica. Ideal para quem curte mares mais calmos. Há restaurantes próximos.,"Penha, SC",27,8 de março de 2016
4,Pena que não dá pra tomar banho,"A vista é bonita, mas a areia é lamacenta e a água muito suja, mas vale pra uma caminhada na praia, o pôr do sol é muito bonito.","Gaspar, SC",1,22 de fevereiro de 2016
2,Suja,"Fui no carnaval e encontrei uma praia de areia escura e cheia de sujeira, não anima a tomar um banho de mar nem se bronzear. É pegar o carro e ir à outras praias próximas, muito melhores.","São Paulo, SP",700,15 de fevereiro de 2016
4,Passeio agradável,"Uma praia boa para um passeio no final da tarde:sentir a brisa no rosto,tomar um sorvete...A noite observar a pesca é uma boa opção.","Rio de Janeiro, RJ",57,14 de fevereiro de 2016
5,Bela vista,"O local tem uma bela vista. Um otimo local para bater fotos, infelizmente quando eu fui a água estava impropria para o banho de mar.","Rio de Janeiro, RJ",126,12 de fevereiro de 2016
4,linda,"o local é de tirar o folego de tão belo! infelizmente as águas estavam impróprias, mas se mantinham azuladas e espetaculares.","Porto Alegre, RS",14,11 de fevereiro de 2016
3,"bem tranquila a vizinhanca, para quem nao se preocua em ter infra-estrutura perto falta aluguel de carros e taxis de rua","bem tranquila a vizinhanca, para quem nao se preocua em ter infra-estrutura perto falta aluguel de carros e taxis de rua",,43,11 de fevereiro de 2016
1,Ideal para meditar,"Linda praia, bela natureza, limpa, organizada e ideal para fotos. Meditar é um bom ambiente. Paz, tranqulidade.","Belgrado, Sérvia",162,4 de fevereiro de 2016
5,lugar para familia,lindo lugar para curtir com a familia ! mar tranquilo com excelentes opções de alimentação ! Final de semana muito cheio,"Florianópolis, SC",37,27 de janeiro de 2016
5,local de descanso,"muito sossego, aguas paradas, gente muito boa de prosa, somente agua com muita poluicao, sem salva vidas.","Rondonópolis, MT",13,24 de janeiro de 2016
4,Lindo por do sol. Pena que imprópria para banho.,"Esta praia no cantinho da penha, típica de pescadores, é uma pena que foi analisada e está imprópria para banho. Possui um belíssimo por do sol e é ótima para curtir o entardecer.","Caxias Do Sul, RS",117,21 de janeiro de 2016
5,Linda mas só pra conhecer,"Praia linda, para fotos não tem muita infraestrutura. Não é uma praia para se montar a guarda sol e ficar o dia todo. A paisagem e belíssima. Vale fotos super bacanas, com piscinas pequenas naturais. Fica cheio no verão.","Ribeirão Preto, SP",132,19 de janeiro de 2016
1,Praia bonita mas imprópria para o banho,"Quando se chega à praia a paisagem é muito bonita. As águas são calmas e muitas pessoas entram no mar. Não tive coragem depois de ler em diversas placas ""Praia Imprópria para o banho"". Uma pena pois nos hospedamos aqui por causa das boas avaliações sobre o local.","São Paulo, SP",24,19 de janeiro de 2016
4,Super vale a pena,Excelente praia. Sem ondas e com algumas pedras. Excelente para relaxar. Mesmo em alta temporada havia poucos frequentadores. Boa pedida para levar as crianças,"Curitiba, PR",210,17 de janeiro de 2016
3,falta infra-estrutura na região!,"A praia é linda, um paraíso e o pessoal de lá é muito receptivo e divertido, porém se vc espera encontrar uma balada ou algo para se fazer a noite, não vai ter muito o que fazer por lá. O local é bom para ir com a família e ficar na paz, sem agitos ou incomodantes no verão. A prefeitura não investe em infra-estrutura e não recomendo aos veranistas se banhar na praia de Armação (do trapiche)....procure a Bacia da Vovó ou a Praia Grande, pois a qualidade da agua é melhor para se banhar. Há alguns restaurantes na região que servem comida típica, mas o pessoal de lá é meio sem noção nos preços... eles meio que metem a faca mesmo nos veranistas... tem que tomar cuidado ao comprar peixes e mariscos, pois se notarem que vc é turista.... vão cobrar a mais....","Curitiba, PR",733,5 de janeiro de 2016
3,Férias com a familia.,"Uma praia que tem também pouco espaço entre o mar e o muro de arrimo, muito curta a distancia, não oferece nada pra comer, vc tem que sair da praia se sentir fome, não gostei.","Imperatriz, MA",17,31 de dezembro de 2015
4,Bom passeio para o fim da tarde.,Lugar tranquilo e com algumas opções de refeição.Bom para matar o tempo com as crianças. Tem um pequeno cais e vários barcos da colonia de pescadores. Pode-se fazer passeio de barco também.,"Niterói, RJ",25,18 de dezembro de 2015
5,Praia,"Praia de águas claras e calmas,ideal para famílias com crianças,pois as ondas são pequenas e fracas .","Penha, SC",68,17 de dezembro de 2015
5,uma das mais belas,"Na minha opnião essa foi uma das mais belas praias que fui em Santa Catarina... desertinha, limpa..delicia. Eu e minhas filhas amamos. Queremos voltar.","São Paulo, SP",282,13 de dezembro de 2015
2,Mau cheiro,A vista até e bonita mas tem um mau cheiro principalmente pela presença das peixarias próximas. Se n fosse por isso seria maravilhoso,"Rio de Janeiro, RJ",579,27 de novembro de 2015
5,adorei,"um vista muito boa,o ambiente exato para refletir,relaxar e passar horas em harmonia. muito bom..recomendo!!","Campinas, SP",133,22 de novembro de 2015
5,Por do sol nas fazendas de marisco,Adoro ir lá no por- do -sol....o céu fica cor de rosa....com as fazendas de cultivo do marisco....é imperdível uma foto no local!,"Balneário Camboriú, SC",59,20 de novembro de 2015
5,Tranquilidade!,"Lugar super tranquilo com pessoas muito educadas. Bairro onde está localizado o parque Beto Carrero World. Próximo ao Aeroporto de Navegantes, cerca de 11 km. Com excelentes opções de hospedagem","Teresópolis, RJ",178,11 de novembro de 2015
5,Praia linda,Uma das praias mais belas que ja conheci na minha vida foi essa. Super recomendo para todos aqueles amantes de praias exoticas.,Estado de São Paulo,13,7 de novembro de 2015
4,Vale a visita,"Praia tranquila, com mar calmo e areias limpas. Possui algumas opções para alimentação, mas nada de mais. O que vale mesmo é o visual. Ótima opção para um passeio final de tarde com a família.","Criciúma, SC",287,4 de novembro de 2015
5,Maior praia da Penha,"A Armação é uma praia tranquila, como é também a própria cidade da Penha de uma maneira geral. Recomendo pra quem não gosta de muito movimento.","Curitiba, PR",360,2 de novembro de 2015
3,Praia tranquila,"Praia com uma boa faixa de areia ainda limpa e bem preservada. Infelizmente a infraestrutura deixa muito a desejar, não possui boas opções de acesso e os bares na orla são no mínimo sofríveis.","Palhoça, SC",114,31 de outubro de 2015
5,Muito bom,"Adoramos a praia da Armação. É um local bastante calmo, uma ótima opção para as crianças de divertirem. A paisagem é muito bonita.","São Paulo, SP",86,28 de outubro de 2015
